UNITID,Name,Address,City,State,ZipCode,Longitude,Latitude,CIP CODE,major_field_of_study_orig,major_field_of_study,TUITPL ,TUITPL1,TUITPL2,TUITPL3,TUITPL4,Room,Board,TUITION1,EFYBKAAT,EFYBKAAM,EFYBKAAW,UAGRNTT,UDGAGRNTT,UNDAGRNTT,UPGRNTT,UDGPGRNTP (%),Website,Type,Awards offered,Campus setting,Campus housing,Student population,Undergraduate students,Graduation Rate,Transfer-Out Rate,Cohort Year *,Net Price **,Largest Program,IPEDS ID,OPE ID,Average of Households Median Income (Dollars),Average of TotalPop,Average of Men,Average of Women,Average of Hispanic,Average of White,Average of Black,Average of Native,Average of Asian,Average of Pacific,Average of VotingAgeCitizen,Average of Income,Average of IncomeErr,Average of IncomePerCap,Average of IncomePerCapErr,Average of Poverty,Average of ChildPoverty,Average of Professional,Average of Office,Average of Service,Average of Construction,Average of Production,Average of Carpool,Average of Transit,Average of Drive,Average of Walk,Average of OtherTransp,Average of MeanCommute,Average of Employed,Average of PrivateWork,Average of PublicWork,Average of FamilyWork,Average of Unemployment,Average of SelfEmployed
441238,Blue Cliff College-Lafayette,"120 James Comeaux Rd., Lafayette, Louisiana 70508",Lafayette,LA,70508,-92.011131,30.18811,,Information not available,Engineering & Technology,2,0,0,0,0,1,3,.,4,0,4,#N/A,#N/A,#N/A,#N/A,#N/A,bluecliffcollege.edu/,"2-year, Private for-profit",Less than one year certificate;One but less than two years certificate;Two but less than 4 years certificate,City: Midsize,No,245,245,44%,NA,Fall 2019,"$21,080","Cosmetology/Cosmetologist, General",439491,03294303,80262,5670.00,2795.50,2874.50,5.69,81.89,9.40,0.33,1.60,0.00,4196.75,74319.43,15057.71,42472.43,5987.71,8.73,12.06,45.53,24.36,12.44,9.10,8.56,7.00,0.13,87.16,0.67,1.31,23.50,3019.25,83.89,7.50,0.11,3.51,8.50
439020,Blue Cliff College-Metairie,"3200 Cleary Ave, Metairie, Louisiana 70002-5714",Metairie,LA,70002,-90.172771,30.002779,,Information not available,Engineering & Technology,1,0,0,1,0,2,3,18096,11,1,10," $11,190.00 "," $11,190.00 ", $-   ," $11,190.00 ",29,www.bluecliffcollege.edu/,"2-year, Private for-profit",Less than one year certificate;One but less than two years certificate;Associate's degree;Two but less than 4 years certificate,City: Midsize,No,588,588,44%,NA,Fall 2019,"$24,565",Medical/Clinical Assistant,434821,03294300,64513,3089.00,1425.57,1663.43,19.57,57.84,15.20,0.11,5.81,0.00,2147.14,55971.43,10924.57,33201.57,4728.71,17.29,20.66,36.91,22.19,22.09,10.64,8.21,11.93,1.10,75.69,4.69,1.93,19.53,1610.00,84.44,8.01,0.06,4.01,7.49
156745,Bluegrass Community and Technical College,"470 Cooper Drive, Lexington, Kentucky 40506",Lexington,KY,40506,-84.503665,38.024808,13,Education,Education,1,0,0,1,0,1,2,40610,141,91,50," $50,669,810.00 "," $50,572,500.00 "," $97,310.00 "," $2,236,127.00 ",35,https://bluegrass.kctcs.edu/,"2-year, Public",Less than one year certificate;One but less than two years certificate;Associate's degree;Two but less than 4 years certificate,City: Large,No,10318,10318,35%,12%,Fall 2019,"$7,721",-,156392,00524400,48784,2882.60,1415.80,1466.80,7.47,64.23,23.96,0.25,0.73,0.05,2130.10,38516.20,7903.00,23228.40,4241.20,20.63,26.80,25.83,23.93,24.33,10.02,15.92,10.10,3.51,77.73,2.38,3.28,19.92,1333.20,80.65,14.04,0.07,8.79,5.25
498331,Body Wisdom Massage Therapy School,"8401 Douglas Avenue, Ste 2, Urbandale, Iowa 50322-2903",Urbandale,IA,50322,-93.734181,41.629798,,Information not available,Engineering & Technology,1,0,1,1,0,2,3,#N/A,7,1,6, $-   , $-   , $-   , $-   ,0,www.bodywisdomschool.com/,"< 2-year, Private for-profit",One but less than two years certificate,Suburb: Large,No,43,43,NA,NA,2019-20,"$39,631",Massage Therapy/Therapeutic Massage,496690,04292400,77682,4637.75,2255.63,2382.13,4.75,84.03,4.88,0.00,2.83,0.44,3442.75,70839.75,8645.13,36700.00,4382.63,8.39,12.29,43.48,27.54,14.86,6.70,7.44,5.31,1.34,86.70,1.25,0.95,17.86,2670.50,84.69,11.38,0.00,3.41,3.94
485801,Bos-Man's Barber College,"2724 W. 70th Street, Shreveport, Louisiana 71108",Shreveport,LA,71108,-93.782849,32.442955,,Information not available,Engineering & Technology,1,0,0,1,0,2,3,#N/A,28,0,28," $477,924.00 "," $477,924.00 ", $-   ," $413,700.00 ",56,www.bosmansbarbercollege.com/,"< 2-year, Private for-profit",Less than one year certificate;One but less than two years certificate,City: Midsize,No,33,33,64%,NA,2019-20,"$12,922",Barbering/Barber,483948,04226000,30726,4734.60,2112.00,2622.60,1.72,9.28,86.84,0.52,0.76,0.06,3242.00,25572.80,5295.20,12339.40,2202.40,41.22,58.92,14.80,26.38,33.36,10.38,15.08,11.22,5.02,78.62,2.48,1.46,19.82,1706.80,83.96,9.88,0.00,12.60,6.16
159027,Bossier Parish Community College,"6220 East Texas, Bossier City, Louisiana 71111-6922",Bossier City,LA,71111,-93.646881,32.539551,,Information not available,Engineering & Technology,1,0,0,1,0,2,3,#N/A,33,0,33," $210,245.00 "," $210,245.00 ", $-   ," $167,578.00 ",82,https://www.bpcc.edu/,"2-year, Public",Less than one year certificate;One but less than two years certificate;Associate's degree;Two but less than 4 years certificate,City: Small,No,6312,6312,17%,19%,Fall 2019,"$10,116",-,158431,02055400,58714,5044.33,2441.33,2603.00,8.73,48.15,38.58,0.28,1.35,0.00,3613.50,39414.50,7321.33,20550.50,2765.17,29.58,42.37,25.87,26.53,24.50,14.08,9.02,10.27,0.50,83.03,1.80,2.05,16.93,2199.17,77.35,16.53,0.18,6.22,5.93
156648,Brescia University,"717 Frederica St, Owensboro, Kentucky 42301-3023",Owensboro,KY,42301,-87.111639,37.769041,,Information not available,Engineering & Technology,1,0,0,1,0,2,3,4368,483,173,310," $22,376,836.00 "," $19,447,150.00 "," $2,929,686.00 "," $7,533,674.00 ",54,www.brescia.edu/,"4-year, Private not-for-profit",Less than one year certificate;Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree,City: Small,Yes,646,551,43%,39%,Fall 2016,"$16,127",-,156356,00195800,53202,4068.31,1955.92,2112.38,3.10,85.29,7.15,0.15,1.03,0.00,3011.08,45641.00,7009.23,24710.77,3913.77,18.32,25.48,26.53,25.16,17.94,9.44,20.92,6.65,0.91,86.45,3.45,1.44,17.29,1832.54,83.31,11.38,0.22,7.76,5.09
153162,Briar Cliff University,"3303 Rebecca Street, Sioux City, Iowa 51104",Sioux City,IA,51104,-96.428444,42.526443,13,Education,Education,1,0,0,1,0,1,2,48514,81,39,42," $36,725,324.00 "," $36,678,224.00 "," $47,100.00 "," $1,508,333.00 ",28,www.briarcliff.edu/,"4-year, Private not-for-profit",Associate's degree;Bachelor's degree;Master's degree;Post-master's certificate;Doctor's degree - professional practice,City: Small,Yes,927,709,43%,NA,Fall 2016,"$21,620",-,152992,00184600,64735,3991.29,2026.43,1964.86,22.17,63.01,5.74,2.23,4.27,0.14,2623.86,48981.86,10393.14,24926.14,3262.29,16.00,18.50,31.79,17.34,19.10,6.69,25.09,11.47,2.49,78.97,1.97,1.97,17.76,1989.00,85.76,9.46,0.00,5.07,4.76
0,Bridges Christian College,"2524 Napoleon Avenue, New Orleans, Louisiana 70115-6305",New Orleans,LA,70115,-90.103551,29.935984,,Information not available,Engineering & Technology,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,https://www.bcc.edu/,"4-year, Private not-for-profit",Less than one year certificate;Associate's degree;Bachelor's degree;Master's degree,City: Large,No,61,61,100%,NA,Fall 2016,"$17,604",-,497408,04299500,80672,1783.53,861.73,921.80,5.23,62.01,28.93,0.19,1.47,0.02,1478.13,64824.93,13012.33,51168.73,10293.93,16.13,16.85,57.80,16.03,17.54,3.43,5.18,8.19,6.47,67.45,4.42,6.15,21.36,1017.53,80.67,11.27,0.04,5.86,8.03
444307,Brighton Center's Center for Employment Training,"601 Washington Ave., Suite 140, Newport, Kentucky 41071-1968",Newport,KY,41071,-84.490096,39.092904,,Information not available,Engineering & Technology,1,0,0,1,0,2,3,#N/A,53,3,50," $448,596.00 "," $448,596.00 ", $-   ," $357,061.00 ",66,www.brightoncenter.com/,"< 2-year, Private not-for-profit",One but less than two years certificate,Suburb: Large,No,64,64,10%,NA,2019-20,"$12,334",Medical/Clinical Assistant,442976,03611300,45489,2951.13,1458.13,1493.00,4.13,81.66,11.26,0.00,0.73,0.19,2328.25,43593.50,8314.38,24803.75,4725.50,30.24,44.65,30.91,29.08,19.28,5.59,15.14,10.29,6.48,66.51,10.16,2.78,20.29,1391.75,85.96,9.05,0.04,8.84,4.94
153214,Buena Vista University,"610 W 4th St, Storm Lake, Iowa 50588",Storm Lake,IA,50588,-95.208529,42.642255,,Information not available,Engineering & Technology,1,0,0,1,0,1,3,5340,1744,641,1103," $21,214,357.00 "," $21,214,357.00 ", $-   ," $13,048,119.00 ",34,https://www.bvu.edu/,"4-year, Private not-for-profit",Bachelor's degree;Master's degree,Town: Remote,Yes,1973,1474,58%,NA,Fall 2016,"$19,204",-,153001,00184700,51234,4277.00,2161.50,2115.50,24.13,64.05,2.25,0.05,7.83,1.15,2561.75,55589.00,6156.75,27379.25,3594.50,13.05,21.58,28.73,17.85,16.83,9.10,27.48,14.63,0.03,72.75,5.28,1.50,14.20,2229.25,80.38,10.23,0.18,4.53,9.18
155025,Butler Community College,"901 S Haverhill Rd, El Dorado, Kansas 67042-3280",El Dorado,KS,67042,-96.882987,37.806699,13,Education,Education,1,0,0,1,0,1,1,5278,249,134,115," $15,135,873.00 "," $15,135,873.00 ", $-   ," $4,722,184.00 ",34,www.butlercc.edu/,"2-year, Public",Less than one year certificate;One but less than two years certificate;Associate's degree;Two but less than 4 years certificate,Town: Distant,Yes,6697,6697,31%,22%,Fall 2019,"$15,278",-,154800,00190600,51770,4795.75,2335.50,2460.25,3.45,92.48,1.03,1.03,0.28,0.00,3521.00,48982.75,9956.75,25601.00,3266.50,15.80,21.58,35.10,22.08,19.40,11.80,11.63,6.90,0.28,87.20,2.63,1.20,18.43,2303.00,74.83,20.98,0.00,5.23,4.23
156727,Campbellsville University,"1 University Dr, Campbellsville, Kentucky 42718-2799",Campbellsville,KY,42718,-85.348943,37.343342,,Information not available,Engineering & Technology,2,0,0,0,0,2,3,.,498,19,479,#N/A,#N/A,#N/A,#N/A,#N/A,https://www.campbellsville.edu/,"4-year, Private not-for-profit",Less than one year certificate;One but less than two years certificate;Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice,Town: Distant,Yes,11775,6411,41%,NA,Fall 2016,"$20,987",-,156365,00195900,55574,4778.50,2353.00,2425.50,2.05,91.38,4.33,0.00,0.68,0.00,3623.17,36797.50,8016.33,21723.33,4081.17,21.53,27.98,25.83,22.65,18.75,9.45,23.32,9.90,0.12,81.33,2.98,1.52,20.58,2024.83,75.65,16.47,0.37,5.82,7.52
153250,Capri College-Cedar Rapids,"2945 Williams Parkway S.W., Cedar Rapids, Iowa 52404",Cedar Rapids,IA,52404,-91.710201,41.960734,13,Education,Education,1,0,0,1,0,1,1,34000,18,12,6," $28,346,225.00 "," $28,346,225.00 ", $-   ," $1,323,466.00 ",20,www.capricollege.edu/,"< 2-year, Private for-profit",Less than one year certificate;One but less than two years certificate,City: Midsize,No,142,142,71%,NA,Fall 2019,"$9,945","Cosmetology/Cosmetologist, General",153083,02090300,59041,5041.00,2498.82,2542.18,4.18,83.23,7.66,0.38,1.29,0.00,3677.36,56893.18,6850.18,28119.00,3227.00,12.94,15.52,29.05,26.90,16.25,10.45,17.33,9.87,1.07,83.92,1.03,1.64,18.85,2702.18,86.26,8.86,0.44,4.90,4.43
154572,Capri College-Davenport,"2540 E. 53rd Street, Davenport, Iowa 52807-3003",Davenport,IA,52807,-90.538828,41.575211,,Information not available,Engineering & Technology,1,0,0,1,0,1,1,4032,327,130,197," $14,021,840.00 "," $12,828,037.00 "," $1,193,803.00 "," $5,450,523.00 ",52,www.capricollege.edu/,"< 2-year, Private for-profit",Less than one year certificate;One but less than two years certificate,City: Midsize,No,146,146,69%,NA,Fall 2019,"$10,280","Cosmetology/Cosmetologist, General",154448,00771700,64466,5132.40,2554.00,2578.40,4.38,81.62,9.80,0.08,2.26,0.00,3746.40,64187.20,10030.00,30811.80,3032.40,9.50,11.90,39.44,22.34,18.52,6.28,13.38,6.82,1.94,86.78,0.74,0.10,20.60,2594.40,82.96,11.16,0.22,4.46,5.64
153241,Capri College-Dubuque,"395 Main St, Dubuque, Iowa 52004-0873",Dubuque,IA,52004,-90.665565,42.497357,,Information not available,Engineering & Technology,1,0,0,1,0,1,1,14400,0,0,0," $1,217,617.00 "," $1,217,187.00 ", $430.00 ," $76,190.00 ",20,www.capricollege.edu/,"< 2-year, Private for-profit",Less than one year certificate;One but less than two years certificate,City: Small,No,175,175,71%,NA,Fall 2019,"$11,114","Cosmetology/Cosmetologist, General",153074,00758800,85572,3700.29,1839.14,1861.14,2.04,89.81,3.69,0.06,2.10,0.11,2789.00,62455.43,7247.71,32892.71,4279.57,12.07,19.16,36.81,24.90,17.66,6.09,14.53,5.81,1.44,84.33,3.99,1.56,15.41,1936.57,85.97,10.04,0.06,4.40,3.97
454458,Carlson College of Massage Therapy,"11809 Country Rd X28, Anamosa, Iowa 52205",Anamosa,IA,52205,-91.356125,42.103743,,Information not available,Engineering & Technology,2,0,0,0,0,2,3,14580,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,www.carlsoncollege.com/,"< 2-year, Private for-profit",Less than one year certificate,Rural: Distant,No,32,32,100%,NA,2019-20,"$13,294",Massage Therapy/Therapeutic Massage,451194,03720300,63013,4541.00,2396.67,2144.33,2.40,93.27,3.57,0.57,0.07,0.00,3557.33,58889.00,5599.00,29774.33,3502.67,9.10,10.73,33.63,19.00,18.00,10.63,18.80,7.93,0.00,81.07,4.07,0.57,25.60,2090.00,75.90,13.47,0.83,5.17,9.80
488989,Celebrity Barber School,"3220 Louisville Avenue, Monroe, Louisiana 71201-5133",Monroe,LA,71201,-92.083641,32.521718,,Information not available,Engineering & Technology,1,1,0,1,0,2,3,#N/A,42,3,39," $890,019.00 "," $890,019.00 ", $-   ," $715,163.00 ",63,www.celebritystylistbeautyschool.com/,"< 2-year, Private for-profit",Less than one year certificate;One but less than two years certificate,City: Small,No,26,26,80%,NA,2019-20,"$15,865",Barbering/Barber,487621,01288001,51550,3383.43,1585.86,1797.57,2.21,45.57,50.11,0.20,0.96,0.00,2496.00,47199.86,11666.43,28311.86,5059.71,26.99,31.09,37.16,26.13,21.41,4.69,10.66,13.16,3.00,76.66,3.30,0.96,14.96,1556.29,81.11,13.67,0.06,10.10,5.19
160612,Celebrity Stylist Beauty School,"3138 Louisville Ave, Monroe, Louisiana 71201-5135",Monroe,LA,71201,-92.085347,32.52121,13,Education,Education,1,1,0,1,0,1,2,5777,2780,919,1861," $84,221,646.00 "," $84,192,041.00 "," $29,605.00 "," $20,025,549.00 ",42,www.celebritystylistbeautyschool.com/,"< 2-year, Private for-profit",Less than one year certificate;One but less than two years certificate,City: Small,No,37,37,80%,NA,2019-20,"$19,549","Cosmetology/Cosmetologist, General",160126,01288000,51550,3383.43,1585.86,1797.57,2.21,45.57,50.11,0.20,0.96,0.00,2496.00,47199.86,11666.43,28311.86,5059.71,26.99,31.09,37.16,26.13,21.41,4.69,10.66,13.16,3.00,76.66,3.30,0.96,14.96,1556.29,81.11,13.67,0.06,10.10,5.19
159197,Centenary College of Louisiana,"2911 Centenary Boulevard, Shreveport, Louisiana 71104",Shreveport,LA,71104,-93.730834,32.483335,,Information not available,Engineering & Technology,1,0,0,1,0,2,3,11561,361,285,76," $1,437,896.00 "," $1,437,896.00 ", $-   ," $1,253,673.00 ",57,www.centenary.edu/,"4-year, Private not-for-profit",Bachelor's degree;Master's degree,City: Midsize,Yes,556,523,60%,NA,Fall 2016,"$30,050",-,158477,00200300,47094,2803.75,1424.50,1379.25,4.23,55.25,37.28,0.08,0.75,0.15,2202.25,32139.25,10119.75,23536.25,4555.25,34.55,40.75,42.90,20.78,19.53,8.05,8.78,7.55,2.40,82.48,2.35,2.70,14.88,1313.50,74.95,16.53,0.00,7.63,8.55
155052,Central Christian College of Kansas,"1200 S Main, McPherson, Kansas 67460-5740",McPherson,KS,67460,-97.668597,38.357978,,Information not available,Engineering & Technology,1,0,0,1,0,2,3,4572,61,26,35," $2,317,140.00 "," $2,118,580.00 "," $198,560.00 "," $702,739.00 ",52,https://www.centralchristian.edu/,"4-year, Private not-for-profit",Associate's degree;Bachelor's degree;Master's degree,Town: Remote,Yes,571,537,31%,36%,Fall 2016,"$15,732",-,154855,00190800,63389,4545.67,2325.00,2220.67,5.13,89.33,1.07,0.83,0.83,0.00,3377.00,54017.33,6878.33,29308.00,3017.33,8.20,6.20,34.13,18.93,17.67,9.23,20.00,7.37,0.00,85.43,4.50,1.10,10.63,2476.33,80.23,11.80,0.13,2.50,7.83
153269,Central College,"812 University, Pella, Iowa 50219",Pella,IA,50219,-92.922199,41.401539,13,Education,Education,1,1,0,1,0,1,1,47564,276,122,154," $83,049,706.00 "," $83,049,706.00 ", $-   ," $2,661,520.00 ",20,www.central.edu/,"4-year, Private not-for-profit",Bachelor's degree,Town: Distant,Yes,1169,1169,71%,28%,Fall 2016,"$23,303",-,153108,00185000,83101,5862.67,2899.00,2963.67,2.67,93.10,0.53,0.10,2.13,0.00,4335.00,64423.67,5829.33,28241.33,3163.00,6.07,5.37,40.33,21.70,17.13,7.27,13.57,7.40,0.57,70.93,12.87,2.53,14.67,3179.33,85.20,9.87,0.00,3.17,4.93
158787,Central Louisiana Technical Community College,"516 Murray Street, Alexandria, Louisiana 71301",Alexandria,LA,71301,-92.446693,31.310461,,Information not available,Engineering & Technology,1,0,0,1,0,2,3,#N/A,4,0,4," $255,114.00 "," $255,114.00 ", $-   ," $225,697.00 ",56,www.cltcc.edu/,"2-year, Public",Less than one year certificate;One but less than two years certificate;Associate's degree;Two but less than 4 years certificate,City: Small,No,1226,1226,70%,3%,Fall 2019,"$5,431",-,158088,00548900,36989,2732.80,1353.20,1379.60,1.34,27.34,67.26,0.16,2.46,0.00,2022.60,25296.80,5375.80,17427.40,3638.40,37.14,45.80,25.78,18.52,35.54,9.16,11.02,13.32,6.74,68.42,2.50,7.22,16.60,938.80,77.58,18.22,0.00,12.74,4.20
156754,Centre College,"625 W Walnut St, Danville, Kentucky 40422-1394",Danville,KY,40422,-84.779392,37.645709,,Information not available,Engineering & Technology,1,0,0,1,0,2,3,#N/A,3,0,3," $338,500.00 "," $338,500.00 ", $-   ," $224,002.00 ",80,https://www.centre.edu/,"4-year, Private not-for-profit",Bachelor's degree,Town: Distant,Yes,1357,1357,87%,NA,Fall 2016,"$23,584",-,156408,00196100,53825,4212.00,2071.17,2140.83,3.83,83.07,8.93,0.15,0.97,0.02,3345.17,43080.83,9431.00,23295.83,3246.83,17.68,21.00,35.23,20.52,18.87,6.55,18.80,9.80,0.20,79.17,5.50,0.95,19.43,1725.00,79.47,14.13,0.02,5.38,6.37
494764,Chamberlain University-Louisiana,"400 Labarre Road, Jefferson, Louisiana 70121",Jefferson,LA,70121,-90.152655,29.962307,,Information not available,Engineering & Technology,1,0,0,1,0,2,3,16520,136,123,13," $542,709.00 "," $542,709.00 ", $-   ," $487,965.00 ",54,https://www.chamberlain.edu/,"4-year, Private for-profit",Bachelor's degree,Suburb: Large,No,365,365,NA,NA,Fall 2016,"$31,349",-,492759,00638521,52298,1931.33,932.83,998.50,12.17,60.22,23.13,0.45,0.67,0.00,1545.83,46661.00,10631.67,30853.50,5432.50,18.73,23.33,29.28,24.25,22.82,11.30,12.40,9.08,2.88,79.87,3.48,1.82,21.05,1038.67,75.52,13.72,0.10,6.08,10.68
153278,Clarke University,"1550 Clarke Dr, Dubuque, Iowa 52001-3198",Dubuque,IA,52001,-90.690487,42.509475,13,Education,Education,1,0,0,1,0,1,2,36800,273,190,83," $38,375,610.00 "," $38,375,610.00 ", $-   ," $3,002,148.00 ",43,www.clarke.edu/,"4-year, Private not-for-profit",Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - professional practice,City: Small,Yes,965,785,58%,35%,Fall 2016,"$27,275",-,153126,00185200,54561,3234.58,1563.83,1670.75,2.78,88.78,4.43,0.06,1.02,0.78,2524.50,51239.25,7719.17,25120.58,3015.42,16.88,21.68,30.36,25.15,20.18,7.08,17.25,10.34,1.28,77.69,5.31,0.92,15.86,1645.08,87.00,8.89,0.07,5.05,4.05
156790,Clear Creek Baptist Bible College,"300 Clear Creek Rd, Pineville, Kentucky 40977-9752",Pineville,KY,40977,-83.727702,36.725236,,Information not available,Engineering & Technology,1,0,0,1,0,2,3,4368,52,19,33," $11,446,524.00 "," $9,942,355.00 "," $1,504,169.00 "," $4,449,318.00 ",70,https://ccbbc.edu/,"4-year, Private not-for-profit",Less than one year certificate;Associate's degree;Bachelor's degree;Master's degree,Rural: Distant,Yes,147,133,50%,NA,Fall 2016,"$16,836",-,156417,02535600,33270,2935.60,1475.20,1460.40,0.02,97.60,1.14,0.00,0.06,0.00,2341.60,26492.40,6279.40,13845.20,2151.60,35.36,41.00,20.70,23.60,19.88,17.14,18.68,15.40,0.20,77.04,2.36,2.36,24.80,855.00,75.48,19.48,0.00,9.56,5.02
177472,Cleveland University-Kansas City,"10850 Lowell Avenue, Overland Park, Kansas 66210",Overland Park,KS,66210,-94.679076,38.932019,13,Education,Education,1,0,0,1,0,2,3,2928,452,211,241," $28,024,756.00 "," $28,024,756.00 ", $-   ," $17,230,317.00 ",53,www.cleveland.edu/,"4-year, Private not-for-profit",Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Doctor's degree - professional practice,City: Midsize,No,614,90,33%,NA,Fall 2016,"$33,239",-,177038,02090700,84770,3605.33,1773.33,1832.00,4.07,78.97,8.87,0.80,4.77,0.00,2812.33,73021.00,6000.67,36324.33,3335.67,5.13,1.97,48.43,30.30,10.27,3.33,7.67,3.53,0.17,89.53,0.93,1.33,19.87,2177.33,88.70,7.70,0.13,4.70,3.50
155061,Cloud County Community College,"2221 Campus Dr, Concordia, Kansas 66901-1002",Concordia,KS,66901,-97.664147,39.554199,13,Education,Education,1,0,0,1,0,1,2,4140,525,258,267," $24,587,562.00 "," $24,229,663.00 "," $357,899.00 "," $10,490,910.00 ",23,https://www.cloud.edu/,"2-year, Public",Less than one year certificate;One but less than two years certificate;Associate's degree,Rural: Fringe,Yes,1651,1651,43%,18%,Fall 2019,"$11,016",-,154907,00190900,56033,2601.67,1288.00,1313.67,3.23,92.97,0.73,0.13,0.30,0.00,1976.00,44314.67,6217.00,25441.00,4878.67,11.90,11.23,31.30,22.07,19.70,10.17,16.77,9.40,0.47,79.67,2.97,2.17,16.90,1316.67,74.17,17.73,0.23,5.67,7.87
368443,Cloyd's Barber School 2 Inc,"1311 Winnsboro Rd, Monroe, Louisiana 71201",Monroe,LA,71201,-92.090159,32.485377,52,Business Management & Admin Services,Business Management & Admin Services,1,0,0,1,0,2,3,20110,342,55,287," $2,197,206.00 "," $2,197,206.00 ", $-   ," $1,676,427.00 ",77,https://cloydsbarberschool.edu/,"< 2-year, Private for-profit",Less than one year certificate;One but less than two years certificate,City: Small,No,30,30,60%,NA,2019-20,"$3,390",Barbering/Barber,366155,02338000,51550,3383.43,1585.86,1797.57,2.21,45.57,50.11,0.20,0.96,0.00,2496.00,47199.86,11666.43,28311.86,5059.71,26.99,31.09,37.16,26.13,21.41,4.69,10.66,13.16,3.00,76.66,3.30,0.96,14.96,1556.29,81.11,13.67,0.06,10.10,5.19
159328,Cloyd's Beauty School 1 Inc,"603 Natchitoches St, West Monroe, Louisiana 71291-0603",West Monroe,LA,71291,-92.126506,32.499976,,Information not available,Engineering & Technology,2,0,0,0,0,2,3,#N/A,22,0,22," $415,042.00 "," $415,042.00 ", $-   ," $382,011.00 ",70,https://cloydsbeautyschools.edu/,"< 2-year, Private for-profit",Less than one year certificate;One but less than two years certificate,Suburb: Midsize,No,59,59,50%,NA,2019-20,"$3,028","Cosmetology/Cosmetologist, General",158538,01109700,60575,4448.33,2112.56,2335.78,1.69,83.98,11.79,0.46,1.29,0.00,3333.33,50227.89,10636.78,26492.67,3923.11,16.83,22.77,35.72,27.89,15.23,10.00,11.12,8.11,0.22,87.98,0.83,1.30,19.89,2053.00,81.83,14.38,0.03,3.63,3.74
